variavel,coef,pvalor,ticker,r2
var_dolar,-1.8132001758758487,7.523216053841108e-06,APER3,0.21559510920797342
ibc_var,-0.15887660079073096,0.8691143841666613,APER3,0.21559510920797342
const,-0.039972201658574506,0.1791584832885585,ARML3,0.1357857413460667
delta_selic,-0.001384931041641023,0.9834168930622925,ARML3,0.1357857413460667
delta_ipca,-0.01691426017241565,0.8214099632864192,ARML3,0.1357857413460667
var_dolar,-2.6485419667588683,0.06078776570900288,ARML3,0.1357857413460667
ibc_var,2.585450683514197,0.44565188577565706,ARML3,0.1357857413460667
const,-0.02472016967644926,0.566398352709363,ARND3,0.15203046031395961
delta_selic,-0.14026213086728753,0.16298211768861634,ARND3,0.15203046031395961
delta_ipca,0.06783513406484865,0.5329010182393881,ARND3,0.15203046031395961
var_dolar,-2.320590617511062,0.22089054010435288,ARND3,0.15203046031395961
ibc_var,-4.523967140155467,0.36833995044238943,ARND3,0.15203046031395961
const,-0.006389366706913524,0.7575450046817944,ARTR3,0.18594062848737392
delta_selic,-0.04123578281755227,0.6321636914260655,ARTR3,0.18594062848737392
delta_ipca,-0.025055923051256253,0.6404628441539493,ARTR3,0.18594062848737392
var_dolar,-0.4071317748784229,0.2214825364661317,ARTR3,0.18594062848737392
ibc_var,-1.92908124033621,0.3246120524128101,ARTR3,0.18594062848737392
const,-0.016530851470014755,0.4449293536081522,ASAI3,0.19971739340407246
delta_selic,0.00508108293686307,0.918408311973006,ASAI3,0.19971739340407246
delta_ipca,-0.050152149266904894,0.3286659016466106,ASAI3,0.19971739340407246
var_dolar,-2.299058528719711,0.014401573621062097,ASAI3,0.19971739340407246
ibc_var,2.103424999100714,0.38838365524830487,ASAI3,0.19971739340407246
const,-0.00748579704345577,0.577135345613516,AURE3,0.07297058499380182
delta_selic,-0.012550794467979173,0.7375370614576913,AURE3,0.07297058499380182
delta_ipca,-0.011817445940862675,0.7306261845757884,AURE3,0.07297058499380182
var_dolar,-0.9136233532167366,0.1743987198613472,AURE3,0.07297058499380182
ibc_var,-0.10131256601290772,0.952217946218479,AURE3,0.07297058499380182
const,0.00022717916143937499,0.9887200325293088,AUTM3,0.06385278477016354
delta_selic,-0.04765914932625534,0.468160580563313,AUTM3,0.06385278477016354
delta_ipca,0.012544876684129964,0.8626885326980125,AUTM3,0.06385278477016354
var_dolar,-0.5681749809882244,0.3305651662176695,AUTM3,0.06385278477016354
ibc_var,-1.4258963815602925,0.552177482525321,AUTM3,0.06385278477016354
const,-0.07042629184886023,0.1995788000699454,AVLL3,0.12317000485257501
delta_selic,-0.04473537607065829,0.711879114096641,AVLL3,0.12317000485257501
delta_ipca,-0.11813942695129849,0.36615915440163316,AVLL3,0.12317000485257501
var_dolar,-4.0376616889323405,0.0710098908573275,AVLL3,0.12317000485257501
ibc_var,-4.512282253150255,0.4161886899581564,AVLL3,0.12317000485257501
const,0.019520031324309076,0.09114687753062928,AXIA3,0.2145385325803364
delta_selic,0.023181143389405294,0.4708638999333412,AXIA3,0.2145385325803364
delta_ipca,-0.03313163042887528,0.344734961314517,AXIA3,0.2145385325803364
var_dolar,-1.90615030205749,2.909395193060224e-07,AXIA3,0.2145385325803364
ibc_var,-0.8734149361245519,0.32263114687734396,AXIA3,0.2145385325803364
const,-0.021019096134542354,0.4044047824397706,AZEV4,0.20952221530747195
delta_selic,-0.053823051722108745,0.4169823652101623,AZEV4,0.20952221530747195
delta_ipca,0.0409106306549671,0.5789156761093942,AZEV4,0.20952221530747195
var_dolar,-3.8781171956450433,2.5770576713028152e-05,AZEV4,0.20952221530747195
ibc_var,-3.256871338586957,0.06608845030316773,AZEV4,0.20952221530747195
const,0.00644357543550619,0.8155920903339482,AZUL4,0.28585447510593043
delta_selic,-0.11798559811902082,0.09047287654716506,AZUL4,0.28585447510593043
delta_ipca,-0.09903330105008751,0.18711855873093644,AZUL4,0.28585447510593043
var_dolar,-4.730827991445777,2.416672153286777e-05,AZUL4,0.28585447510593043
ibc_var,-1.0341266329499328,0.5702373517914556,AZUL4,0.28585447510593043
const,0.0036990554705187938,0.7129379885892464,AZZA3,0.1889979832858909
delta_selic,-0.03782051602663156,0.1787450021097865,AZZA3,0.1889979832858909
delta_ipca,-0.03924972461779745,0.1938228682755205,AZZA3,0.1889979832858909
var_dolar,-1.41586890010465,6.767430796184258e-06,AZZA3,0.1889979832858909
ibc_var,-0.05061972759891098,0.9462765679104556,AZZA3,0.1889979832858909
const,0.018122738841878556,0.16961219463203409,B3SA3,0.3007411645817687
delta_selic,-0.052740632365281426,0.13201911447113537,B3SA3,0.3007411645817687
delta_ipca,-0.07650720833113603,0.025350774027749004,B3SA3,0.3007411645817687
